Latitude (decimal degrees):	28.095
Longitude (decimal degrees):	-15.487
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 27 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	20.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231105:2009,0.0,0.0,0.0,0.0,0.0,20.79,5.17,0.0
20231105:2109,0.0,0.0,0.0,0.0,0.0,20.27,4.97,0.0
20231105:2209,0.0,0.0,0.0,0.0,0.0,19.78,4.9,0.0
20231105:2309,0.0,0.0,0.0,0.0,0.0,19.41,5.17,0.0
20231106:0009,0.0,0.0,0.0,0.0,0.0,19.48,5.79,0.0
20231106:0109,0.0,0.0,0.0,0.0,0.0,19.47,6.07,0.0
20231106:0209,0.0,0.0,0.0,0.0,0.0,19.56,6.34,0.0
20231106:0309,0.0,0.0,0.0,0.0,0.0,19.55,6.48,0.0
20231106:0409,0.0,0.0,0.0,0.0,0.0,19.54,6.48,0.0
20231106:0509,0.0,0.0,0.0,0.0,0.0,19.46,6.41,0.0
20231106:0609,0.0,0.0,0.0,0.0,0.0,19.36,6.48,0.0
20231106:0709,0.0,0.0,0.0,0.0,0.0,19.13,6.41,0.0
20231106:0809,30.62,3.72,51.55,0.6,9.97,19.16,6.21,0.0
20231106:0909,67.81,0.0,104.08,1.18,21.59,19.51,6.41,0.0
20231106:1009,203.34,38.64,235.79,2.91,31.93,20.03,6.62,0.0
20231106:1109,603.22,564.42,228.52,6.59,40.17,20.55,6.83,0.0
20231106:1209,745.96,854.75,139.06,8.09,45.1,21.0,6.97,0.0
20231106:1309,630.24,541.67,290.82,7.08,45.61,21.26,7.38,0.0
20231106:1409,236.0,29.74,287.45,3.44,41.55,21.37,7.86,0.0
20231106:1509,483.4,390.32,240.25,5.24,33.92,21.13,8.14,0.0
20231106:1609,356.06,293.56,172.89,3.66,23.95,20.87,8.48,0.0
20231106:1709,191.33,174.57,92.73,1.81,12.55,20.41,8.9,0.0
20231106:1809,0.0,0.0,0.0,0.0,0.0,19.71,8.97,0.0
20231106:1909,0.0,0.0,0.0,0.0,0.0,19.07,9.17,0.0
20231106:2009,0.0,0.0,0.0,0.0,0.0,18.91,9.17,0.0
20231106:2109,0.0,0.0,0.0,0.0,0.0,18.91,8.83,0.0
20231106:2209,0.0,0.0,0.0,0.0,0.0,18.78,8.48,0.0
20231106:2309,0.0,0.0,0.0,0.0,0.0,18.72,8.48,0.0
20231107:0009,0.0,0.0,0.0,0.0,0.0,18.66,8.41,0.0
20231107:0109,0.0,0.0,0.0,0.0,0.0,18.59,8.55,0.0
20231107:0209,0.0,0.0,0.0,0.0,0.0,18.49,8.48,0.0
20231107:0309,0.0,0.0,0.0,0.0,0.0,18.4,8.83,0.0
20231107:0409,0.0,0.0,0.0,0.0,0.0,18.29,9.17,0.0
20231107:0509,0.0,0.0,0.0,0.0,0.0,18.15,9.1,0.0
20231107:0609,0.0,0.0,0.0,0.0,0.0,18.1,9.24,0.0
20231107:0709,0.0,0.0,0.0,0.0,0.0,18.27,9.52,0.0
20231107:0809,71.11,37.81,73.41,0.97,9.79,18.45,9.1,0.0
20231107:0909,173.45,62.63,172.86,2.3,21.38,18.95,9.52,0.0
20231107:1009,526.51,501.96,176.34,5.44,31.69,19.39,9.45,0.0
20231107:1109,312.42,90.17,318.6,4.18,39.89,19.67,9.59,0.0
20231107:1209,362.14,114.54,357.78,4.79,44.8,19.91,9.52,0.0
20231107:1309,88.48,0.0,130.58,1.47,45.32,20.17,9.31,0.0
20231107:1409,187.22,6.78,247.68,2.84,41.29,20.31,9.1,0.0
20231107:1509,218.8,40.75,252.4,3.1,33.7,20.3,9.03,0.0
20231107:1609,421.37,411.92,135.73,4.06,23.77,20.13,9.03,0.0
20231107:1709,202.73,191.36,90.24,1.85,12.4,19.84,9.1,0.0
20231107:1809,0.0,0.0,0.0,0.0,0.0,19.4,9.38,0.0
20231107:1909,0.0,0.0,0.0,0.0,0.0,19.19,9.52,0.0
20231107:2009,0.0,0.0,0.0,0.0,0.0,18.97,9.72,0.0
20231107:2109,0.0,0.0,0.0,0.0,0.0,18.87,10.0,0.0
20231107:2209,0.0,0.0,0.0,0.0,0.0,18.81,9.93,0.0
20231107:2309,0.0,0.0,0.0,0.0,0.0,18.83,9.52,0.0
20231108:0009,0.0,0.0,0.0,0.0,0.0,18.81,9.38,0.0
20231108:0109,0.0,0.0,0.0,0.0,0.0,18.79,9.45,0.0
20231108:0209,0.0,0.0,0.0,0.0,0.0,18.59,9.38,0.0
20231108:0309,0.0,0.0,0.0,0.0,0.0,18.51,9.45,0.0
20231108:0409,0.0,0.0,0.0,0.0,0.0,18.38,9.45,0.0
20231108:0509,0.0,0.0,0.0,0.0,0.0,18.33,9.38,0.0
20231108:0609,0.0,0.0,0.0,0.0,0.0,18.31,9.24,0.0
20231108:0709,0.0,0.0,0.0,0.0,0.0,18.57,9.1,0.0
20231108:0809,62.77,30.71,69.34,0.9,9.61,18.74,8.76,0.0
20231108:0909,86.84,4.5,123.51,1.42,21.18,19.27,8.83,0.0
20231108:1009,450.04,353.87,228.57,4.87,31.46,19.79,8.76,0.0
20231108:1109,619.0,583.62,222.69,6.64,39.62,20.38,8.83,0.0
20231108:1209,644.24,565.34,277.98,7.11,44.51,20.85,9.03,0.0
20231108:1309,691.04,663.31,243.01,7.49,45.03,21.01,9.38,0.0
20231108:1409,560.02,431.65,297.72,6.23,41.03,21.05,9.59,0.0
20231108:1509,490.05,396.54,239.58,5.24,33.48,20.95,9.52,0.0
20231108:1609,314.63,222.41,190.5,3.38,23.59,20.69,9.38,0.0
20231108:1709,142.78,103.3,100.03,1.53,12.25,20.24,9.03,0.0
20231108:1809,0.0,0.0,0.0,0.0,0.0,19.64,8.83,0.0
20231108:1909,0.0,0.0,0.0,0.0,0.0,19.53,9.38,0.0
20231108:2009,0.0,0.0,0.0,0.0,0.0,19.44,9.72,0.0
20231108:2109,0.0,0.0,0.0,0.0,0.0,19.39,9.79,0.0
20231108:2209,0.0,0.0,0.0,0.0,0.0,19.32,9.52,0.0
20231108:2309,0.0,0.0,0.0,0.0,0.0,19.34,9.31,0.0
20231109:0009,0.0,0.0,0.0,0.0,0.0,19.26,8.83,0.0
20231109:0109,0.0,0.0,0.0,0.0,0.0,19.31,8.34,0.0
20231109:0209,0.0,0.0,0.0,0.0,0.0,19.27,8.28,0.0
20231109:0309,0.0,0.0,0.0,0.0,0.0,19.22,8.55,0.0
20231109:0409,0.0,0.0,0.0,0.0,0.0,19.28,8.69,0.0
20231109:0509,0.0,0.0,0.0,0.0,0.0,19.27,8.55,0.0
20231109:0609,0.0,0.0,0.0,0.0,0.0,19.24,8.48,0.0
20231109:0709,0.0,0.0,0.0,0.0,0.0,19.04,8.0,0.0
20231109:0809,99.95,77.99,73.98,1.12,9.43,19.14,8.14,0.0
20231109:0909,187.06,81.64,171.99,2.38,20.97,19.82,8.41,0.0
20231109:1009,508.6,482.9,178.47,5.28,31.22,20.47,8.07,0.0
20231109:1109,566.22,478.71,263.76,6.24,39.36,21.11,7.66,0.0
20231109:1209,510.45,323.2,348.68,6.07,44.22,21.56,7.38,0.0
20231109:1309,548.98,383.19,341.4,6.4,44.74,21.84,7.38,0.0
20231109:1409,544.06,418.18,299.06,6.13,40.78,21.9,7.31,0.0
20231109:1509,459.06,351.46,251.23,5.03,33.27,21.78,7.24,0.0
20231109:1609,334.39,260.48,180.95,3.49,23.42,21.55,7.45,0.0
20231109:1709,127.23,85.43,98.53,1.43,12.11,21.12,7.86,0.0
20231109:1809,0.0,0.0,0.0,0.0,0.0,20.51,7.86,0.0
20231109:1909,0.0,0.0,0.0,0.0,0.0,19.99,7.45,0.0
20231109:2009,0.0,0.0,0.0,0.0,0.0,19.78,7.31,0.0
20231109:2109,0.0,0.0,0.0,0.0,0.0,19.61,7.38,0.0
20231109:2209,0.0,0.0,0.0,0.0,0.0,19.51,7.45,0.0
20231109:2309,0.0,0.0,0.0,0.0,0.0,19.48,7.52,0.0
20231110:0009,0.0,0.0,0.0,0.0,0.0,19.37,7.24,0.0
20231110:0109,0.0,0.0,0.0,0.0,0.0,19.28,6.62,0.0
20231110:0209,0.0,0.0,0.0,0.0,0.0,19.19,6.28,0.0
20231110:0309,0.0,0.0,0.0,0.0,0.0,19.13,6.14,0.0
20231110:0409,0.0,0.0,0.0,0.0,0.0,19.09,6.07,0.0
20231110:0509,0.0,0.0,0.0,0.0,0.0,19.06,5.86,0.0
20231110:0609,0.0,0.0,0.0,0.0,0.0,19.01,5.59,0.0
20231110:0709,0.0,0.0,0.0,0.0,0.0,19.0,5.79,0.0
20231110:0809,132.54,130.73,67.66,1.27,9.25,19.19,5.86,0.0
20231110:0909,336.51,315.14,130.57,3.35,20.77,20.15,5.93,0.0
20231110:1009,524.16,544.22,146.43,5.41,30.98,21.13,5.79,0.0
20231110:1109,658.01,735.06,144.77,7.02,39.09,22.01,5.79,0.0
20231110:1209,717.15,815.45,154.06,7.81,43.94,22.56,5.72,0.0
20231110:1309,733.77,851.23,144.08,7.98,44.47,22.91,5.79,0.0
20231110:1409,678.49,761.17,151.64,7.23,40.53,22.99,6.0,0.0
20231110:1509,575.72,623.34,142.07,5.89,33.07,22.85,6.21,0.0
20231110:1609,416.22,429.94,121.93,4.0,23.25,22.46,6.21,0.0
20231110:1709,180.4,165.01,90.8,1.69,11.97,21.82,6.07,0.0
20231110:1809,0.0,0.0,0.0,0.0,0.0,21.08,5.79,0.0
20231110:1909,0.0,0.0,0.0,0.0,0.0,20.54,5.79,0.0
20231110:2009,0.0,0.0,0.0,0.0,0.0,20.26,5.66,0.0
20231110:2109,0.0,0.0,0.0,0.0,0.0,20.11,5.52,0.0
20231110:2209,0.0,0.0,0.0,0.0,0.0,20.03,5.45,0.0
20231110:2309,0.0,0.0,0.0,0.0,0.0,19.97,5.45,0.0
20231111:0009,0.0,0.0,0.0,0.0,0.0,20.0,5.66,0.0
20231111:0109,0.0,0.0,0.0,0.0,0.0,19.95,6.0,0.0
20231111:0209,0.0,0.0,0.0,0.0,0.0,19.85,6.28,0.0
20231111:0309,0.0,0.0,0.0,0.0,0.0,19.83,6.55,0.0
20231111:0409,0.0,0.0,0.0,0.0,0.0,19.81,6.83,0.0
20231111:0509,0.0,0.0,0.0,0.0,0.0,19.85,6.9,0.0
20231111:0609,0.0,0.0,0.0,0.0,0.0,19.87,6.76,0.0
20231111:0709,0.0,0.0,0.0,0.0,0.0,19.94,6.41,0.0
20231111:0809,23.13,2.01,42.82,0.49,9.07,20.06,6.41,0.0
20231111:0909,116.33,21.46,144.86,1.75,20.56,20.71,6.62,0.0
20231111:1009,207.84,46.62,235.28,2.94,30.75,21.44,6.28,0.0
20231111:1109,336.75,129.8,317.67,4.4,38.83,21.99,6.0,0.0
20231111:1209,394.28,168.77,355.82,5.1,43.66,22.42,5.72,0.0
20231111:1309,683.13,706.51,216.19,7.5,44.19,22.77,5.66,0.0
20231111:1409,607.62,576.68,238.47,6.64,40.29,22.88,5.59,0.0
20231111:1509,457.1,362.98,244.36,5.01,32.87,22.78,5.52,0.0
20231111:1609,308.69,227.81,184.54,3.31,23.09,22.45,5.59,0.0
20231111:1709,83.96,38.78,88.93,1.14,11.84,21.88,5.72,0.0
20231111:1809,0.0,0.0,0.0,0.0,0.0,21.2,5.79,0.0
20231111:1909,0.0,0.0,0.0,0.0,0.0,20.74,6.0,0.0
20231111:2009,0.0,0.0,0.0,0.0,0.0,20.41,6.14,0.0
20231111:2109,0.0,0.0,0.0,0.0,0.0,20.2,6.07,0.0
20231111:2209,0.0,0.0,0.0,0.0,0.0,20.0,5.93,0.0
20231111:2309,0.0,0.0,0.0,0.0,0.0,19.89,5.79,0.0
20231112:0009,0.0,0.0,0.0,0.0,0.0,19.81,5.72,0.0
20231112:0109,0.0,0.0,0.0,0.0,0.0,19.67,5.66,0.0
20231112:0209,0.0,0.0,0.0,0.0,0.0,19.62,5.66,0.0
20231112:0309,0.0,0.0,0.0,0.0,0.0,19.49,5.59,0.0
20231112:0409,0.0,0.0,0.0,0.0,0.0,19.43,5.66,0.0
20231112:0509,0.0,0.0,0.0,0.0,0.0,19.33,5.66,0.0
20231112:0609,0.0,0.0,0.0,0.0,0.0,19.34,5.52,0.0
20231112:0709,0.0,0.0,0.0,0.0,0.0,19.29,5.52,0.0
20231112:0809,56.37,28.64,63.48,0.81,8.89,19.37,5.24,0.0
20231112:0909,120.86,24.7,147.3,1.8,20.36,20.21,4.97,0.0
20231112:1009,475.82,434.31,196.52,5.04,30.52,21.41,4.76,0.0
20231112:1109,401.55,215.31,321.24,4.98,38.57,22.5,4.48,0.0
20231112:1209,678.48,731.51,198.89,7.52,43.38,23.28,4.21,0.0
20231112:1309,712.36,826.95,158.87,7.87,43.92,23.71,4.0,0.0
20231112:1409,661.54,751.32,158.24,7.17,40.06,23.89,3.93,0.0
20231112:1509,549.16,582.57,163.21,5.74,32.67,23.82,3.72,0.0
20231112:1609,400.53,409.85,131.58,3.91,22.93,23.53,3.45,0.0
20231112:1709,40.57,3.92,65.83,0.76,11.72,23.03,3.17,0.0
20231112:1809,0.0,0.0,0.0,0.0,0.0,22.12,3.17,0.0
20231112:1909,0.0,0.0,0.0,0.0,0.0,21.03,3.66,0.0
20231112:2009,0.0,0.0,0.0,0.0,0.0,20.5,4.14,0.0
20231112:2109,0.0,0.0,0.0,0.0,0.0,20.15,4.48,0.0
20231112:2209,0.0,0.0,0.0,0.0,0.0,19.9,4.62,0.0
20231112:2309,0.0,0.0,0.0,0.0,0.0,19.72,4.55,0.0
20231113:0009,0.0,0.0,0.0,0.0,0.0,19.56,4.41,0.0
20231113:0109,0.0,0.0,0.0,0.0,0.0,19.41,4.41,0.0
20231113:0209,0.0,0.0,0.0,0.0,0.0,19.41,4.28,0.0
20231113:0309,0.0,0.0,0.0,0.0,0.0,19.37,4.14,0.0
20231113:0409,0.0,0.0,0.0,0.0,0.0,19.35,3.93,0.0
20231113:0509,0.0,0.0,0.0,0.0,0.0,19.29,3.86,0.0
20231113:0609,0.0,0.0,0.0,0.0,0.0,19.24,3.66,0.0
20231113:0709,0.0,0.0,0.0,0.0,0.0,19.26,4.21,0.0
20231113:0809,129.5,128.94,66.52,1.21,8.71,19.4,4.07,0.0
20231113:0909,348.85,348.12,118.81,3.4,20.15,20.69,4.0,0.0
20231113:1009,515.71,543.24,150.28,5.36,30.29,22.86,4.0,0.0
20231113:1109,649.08,748.77,142.8,7.03,38.31,24.23,4.0,0.0
20231113:1209,709.34,841.28,147.46,7.87,43.11,24.98,3.93,0.0
20231113:1309,714.07,843.23,153.64,7.93,43.66,25.23,4.0,0.0
20231113:1409,669.97,776.07,150.91,7.27,39.83,25.23,4.14,0.0
20231113:1509,570.71,636.79,141.43,5.91,32.48,25.14,4.28,0.0
20231113:1609,414.69,440.3,121.35,4.0,22.78,24.84,4.28,0.0
20231113:1709,199.26,201.82,83.8,1.75,11.59,24.21,4.21,0.0
20231113:1809,0.0,0.0,0.0,0.0,0.0,23.03,3.86,0.0
20231113:1909,0.0,0.0,0.0,0.0,0.0,21.98,3.79,0.0
20231113:2009,0.0,0.0,0.0,0.0,0.0,21.52,3.59,0.0
20231113:2109,0.0,0.0,0.0,0.0,0.0,21.33,3.59,0.0
20231113:2209,0.0,0.0,0.0,0.0,0.0,21.37,3.66,0.0
20231113:2309,0.0,0.0,0.0,0.0,0.0,21.52,3.72,0.0
20231114:0009,0.0,0.0,0.0,0.0,0.0,21.5,3.66,0.0
20231114:0109,0.0,0.0,0.0,0.0,0.0,21.17,3.86,0.0
20231114:0209,0.0,0.0,0.0,0.0,0.0,20.77,4.21,0.0
20231114:0309,0.0,0.0,0.0,0.0,0.0,20.49,4.48,0.0
20231114:0409,0.0,0.0,0.0,0.0,0.0,20.4,4.48,0.0
20231114:0509,0.0,0.0,0.0,0.0,0.0,20.41,4.34,0.0
20231114:0609,0.0,0.0,0.0,0.0,0.0,20.44,4.14,0.0
20231114:0709,0.0,0.0,0.0,0.0,0.0,20.58,3.86,0.0
20231114:0809,92.98,76.13,68.76,1.02,8.53,20.64,3.59,0.0
20231114:0909,338.95,334.87,123.29,3.33,19.95,22.05,3.45,0.0
20231114:1009,539.14,611.6,121.52,5.58,30.06,23.71,3.45,0.0
20231114:1109,634.09,729.39,151.17,6.93,38.06,24.84,3.17,0.0
20231114:1209,631.16,640.85,244.76,7.22,42.84,25.5,2.83,0.0
20231114:1309,676.94,777.58,186.01,7.69,43.4,25.84,2.48,0.0
20231114:1409,366.12,171.03,333.72,4.81,39.6,25.98,2.34,0.0
20231114:1509,313.32,154.77,276.4,4.01,32.3,25.76,2.28,0.0
20231114:1609,351.82,319.79,163.98,3.61,22.63,25.32,2.21,0.0
20231114:1709,170.59,155.86,92.43,1.61,11.48,24.68,2.21,0.0
20231114:1809,0.0,0.0,0.0,0.0,0.0,23.76,2.34,0.0
20231114:1909,0.0,0.0,0.0,0.0,0.0,22.73,2.41,0.0
20231114:2009,0.0,0.0,0.0,0.0,0.0,22.32,2.34,0.0
20231114:2109,0.0,0.0,0.0,0.0,0.0,22.32,2.21,0.0
20231114:2209,0.0,0.0,0.0,0.0,0.0,21.97,2.21,0.0
20231114:2309,0.0,0.0,0.0,0.0,0.0,21.44,2.14,0.0
20231115:0009,0.0,0.0,0.0,0.0,0.0,21.31,2.0,0.0
20231115:0109,0.0,0.0,0.0,0.0,0.0,21.58,1.72,0.0
20231115:0209,0.0,0.0,0.0,0.0,0.0,22.8,1.52,0.0
20231115:0309,0.0,0.0,0.0,0.0,0.0,22.68,1.59,0.0
20231115:0409,0.0,0.0,0.0,0.0,0.0,21.91,1.66,0.0
20231115:0509,0.0,0.0,0.0,0.0,0.0,22.3,1.52,0.0
20231115:0609,0.0,0.0,0.0,0.0,0.0,22.75,1.38,0.0
20231115:0709,0.0,0.0,0.0,0.0,0.0,24.1,0.97,0.0
20231115:0809,114.03,114.01,65.5,1.11,8.34,24.32,0.83,0.0
20231115:0909,329.61,341.9,119.37,3.32,19.75,24.86,0.76,0.0
20231115:1009,496.28,556.81,140.77,5.33,29.83,25.88,1.24,0.0
20231115:1109,615.52,740.33,143.27,6.92,37.81,26.69,1.52,0.0
20231115:1209,674.21,833.04,147.91,7.77,42.58,27.11,1.66,0.0
20231115:1309,682.79,847.18,149.52,7.87,43.15,27.28,1.66,0.0
20231115:1409,633.13,758.95,155.98,7.14,39.38,27.34,1.59,0.0
20231115:1509,537.25,614.21,147.4,5.76,32.12,27.34,1.59,0.0
20231115:1609,386.17,410.16,130.32,3.85,22.49,27.17,1.45,0.0
20231115:1709,170.28,161.41,89.8,1.6,11.36,26.79,1.45,0.0
20231115:1809,0.0,0.0,0.0,0.0,0.0,25.83,1.86,0.0
20231115:1909,0.0,0.0,0.0,0.0,0.0,24.91,1.79,0.0
20231115:2009,0.0,0.0,0.0,0.0,0.0,24.23,2.0,0.0
20231115:2109,0.0,0.0,0.0,0.0,0.0,23.5,2.21,0.0
20231115:2209,0.0,0.0,0.0,0.0,0.0,22.71,2.28,0.0
20231115:2309,0.0,0.0,0.0,0.0,0.0,22.02,2.48,0.0
20231116:0009,0.0,0.0,0.0,0.0,0.0,21.56,2.76,0.0
20231116:0109,0.0,0.0,0.0,0.0,0.0,21.19,3.03,0.0
20231116:0209,0.0,0.0,0.0,0.0,0.0,20.76,3.03,0.0
20231116:0309,0.0,0.0,0.0,0.0,0.0,20.34,2.97,0.0
20231116:0409,0.0,0.0,0.0,0.0,0.0,19.87,2.76,0.0
20231116:0509,0.0,0.0,0.0,0.0,0.0,19.34,2.62,0.0
20231116:0609,0.0,0.0,0.0,0.0,0.0,18.93,2.55,0.0
20231116:0709,0.0,0.0,0.0,0.0,0.0,18.52,2.55,0.0
20231116:0809,121.47,120.37,64.42,1.11,8.17,18.6,2.62,0.0
20231116:0909,335.6,331.55,122.82,3.27,19.55,21.54,2.83,0.0
20231116:1009,510.78,549.19,144.57,5.29,29.61,23.73,3.31,0.0
20231116:1109,639.48,734.61,147.2,6.89,37.56,24.47,3.66,0.0
20231116:1209,697.68,815.09,157.63,7.69,42.32,24.86,3.72,0.0
20231116:1309,711.39,840.17,153.39,7.83,42.9,25.07,3.86,0.0
20231116:1409,663.1,764.23,154.06,7.14,39.17,25.14,3.93,0.0
20231116:1509,587.27,679.23,122.61,5.98,31.95,24.95,4.21,0.0
20231116:1609,402.05,412.27,130.9,3.85,22.35,24.43,4.34,0.0
20231116:1709,193.25,191.45,85.09,1.68,11.26,23.61,4.34,0.0
20231116:1809,0.0,0.0,0.0,0.0,0.0,22.54,4.28,0.0
20231116:1909,0.0,0.0,0.0,0.0,0.0,21.44,4.48,0.0
20231116:2009,0.0,0.0,0.0,0.0,0.0,20.91,4.41,0.0
20231116:2109,0.0,0.0,0.0,0.0,0.0,20.57,4.21,0.0
20231116:2209,0.0,0.0,0.0,0.0,0.0,20.34,4.0,0.0
20231116:2309,0.0,0.0,0.0,0.0,0.0,20.19,3.79,0.0
20231117:0009,0.0,0.0,0.0,0.0,0.0,20.05,3.72,0.0
20231117:0109,0.0,0.0,0.0,0.0,0.0,19.99,3.93,0.0
20231117:0209,0.0,0.0,0.0,0.0,0.0,19.82,4.07,0.0
20231117:0309,0.0,0.0,0.0,0.0,0.0,19.62,4.07,0.0
20231117:0409,0.0,0.0,0.0,0.0,0.0,19.47,3.86,0.0
20231117:0509,0.0,0.0,0.0,0.0,0.0,19.36,3.72,0.0
20231117:0609,0.0,0.0,0.0,0.0,0.0,19.28,3.59,0.0
20231117:0709,0.0,0.0,0.0,0.0,0.0,19.23,3.52,0.0
20231117:0809,122.13,124.72,61.67,1.09,7.99,19.13,3.31,0.0
20231117:0909,334.02,324.23,123.97,3.22,19.35,20.21,3.31,0.0
20231117:1009,516.64,548.72,145.02,5.27,29.39,21.85,3.59,0.0
20231117:1109,648.65,744.16,142.96,6.9,37.31,22.85,3.72,0.0
20231117:1209,707.13,825.89,153.42,7.71,42.07,23.53,3.79,0.0
20231117:1309,711.28,828.92,158.34,7.77,42.66,23.94,3.86,0.0
20231117:1409,670.57,775.1,149.82,7.16,38.96,24.06,3.86,0.0
20231117:1509,567.72,627.64,143.78,5.78,31.78,23.92,3.93,0.0
20231117:1609,413.98,435.14,122.6,3.9,22.22,23.49,4.07,0.0
20231117:1709,200.1,203.49,81.55,1.69,11.16,22.78,4.14,0.0
20231117:1809,0.0,0.0,0.0,0.0,0.0,21.72,4.21,0.0
20231117:1909,0.0,0.0,0.0,0.0,0.0,21.03,4.0,0.0
20231117:2009,0.0,0.0,0.0,0.0,0.0,20.58,3.86,0.0
20231117:2109,0.0,0.0,0.0,0.0,0.0,20.3,3.86,0.0
20231117:2209,0.0,0.0,0.0,0.0,0.0,20.07,3.86,0.0
20231117:2309,0.0,0.0,0.0,0.0,0.0,19.89,3.79,0.0
20231118:0009,0.0,0.0,0.0,0.0,0.0,19.76,3.86,0.0
20231118:0109,0.0,0.0,0.0,0.0,0.0,19.58,4.07,0.0
20231118:0209,0.0,0.0,0.0,0.0,0.0,19.5,4.14,0.0
20231118:0309,0.0,0.0,0.0,0.0,0.0,19.39,3.93,0.0
20231118:0409,0.0,0.0,0.0,0.0,0.0,19.26,3.52,0.0
20231118:0509,0.0,0.0,0.0,0.0,0.0,19.11,3.17,0.0
20231118:0609,0.0,0.0,0.0,0.0,0.0,19.06,3.03,0.0
20231118:0709,0.0,0.0,0.0,0.0,0.0,19.21,3.45,0.0
20231118:0809,116.89,117.89,61.26,1.05,7.81,19.08,3.38,0.0
20231118:0909,339.95,339.3,116.93,3.23,19.15,20.2,3.31,0.0
20231118:1009,512.23,543.84,143.93,5.2,29.16,21.81,3.52,0.0
20231118:1109,635.03,718.72,151.1,6.76,37.07,22.9,3.45,0.0
20231118:1209,698.7,820.13,152.31,7.64,41.82,23.72,3.38,0.0
20231118:1309,706.25,834.15,153.87,7.75,42.43,24.2,3.31,0.0
20231118:1409,661.57,769.08,149.92,7.09,38.76,24.39,3.31,0.0
20231118:1509,560.04,622.59,143.87,5.73,31.62,24.32,3.31,0.0
20231118:1609,408.03,430.85,122.65,3.86,22.09,23.93,3.31,0.0
20231118:1709,197.59,201.16,81.63,1.67,11.06,23.19,3.38,0.0
20231118:1809,0.0,0.0,0.0,0.0,0.0,22.09,3.45,0.0
20231118:1909,0.0,0.0,0.0,0.0,0.0,20.91,3.93,0.0
20231118:2009,0.0,0.0,0.0,0.0,0.0,20.39,3.86,0.0
20231118:2109,0.0,0.0,0.0,0.0,0.0,20.04,3.79,0.0
20231118:2209,0.0,0.0,0.0,0.0,0.0,19.73,3.66,0.0
20231118:2309,0.0,0.0,0.0,0.0,0.0,19.54,3.52,0.0
20231119:0009,0.0,0.0,0.0,0.0,0.0,19.46,3.45,0.0
20231119:0109,0.0,0.0,0.0,0.0,0.0,19.35,3.45,0.0
20231119:0209,0.0,0.0,0.0,0.0,0.0,19.39,3.38,0.0
20231119:0309,0.0,0.0,0.0,0.0,0.0,19.34,3.17,0.0
20231119:0409,0.0,0.0,0.0,0.0,0.0,19.12,3.1,0.0
20231119:0509,0.0,0.0,0.0,0.0,0.0,18.86,2.97,0.0
20231119:0609,0.0,0.0,0.0,0.0,0.0,18.77,2.76,0.0
20231119:0709,0.0,0.0,0.0,0.0,0.0,18.31,2.55,0.0
20231119:0809,119.15,122.35,59.83,1.04,7.63,18.08,2.62,0.0
20231119:0909,339.71,343.21,113.92,3.21,18.95,19.76,2.55,0.0
20231119:1009,502.38,531.57,148.69,5.14,28.95,21.81,2.55,0.0
20231119:1109,620.86,707.11,154.74,6.69,36.84,23.06,2.34,0.0
20231119:1209,683.82,807.37,158.45,7.58,41.57,23.72,2.28,0.0
20231119:1309,697.18,833.8,152.95,7.71,42.2,24.04,2.41,0.0
20231119:1409,655.9,768.62,150.25,7.07,38.56,24.13,2.55,0.0
20231119:1509,548.95,604.19,152.16,5.65,31.46,24.05,2.48,0.0
20231119:1609,404.48,431.3,121.73,3.84,21.98,23.79,2.21,0.0
20231119:1709,196.21,200.81,81.94,1.66,10.97,23.33,1.79,0.0
20231119:1809,0.0,0.0,0.0,0.0,0.0,22.44,1.31,0.0
20231119:1909,0.0,0.0,0.0,0.0,0.0,21.6,0.97,0.0
20231119:2009,0.0,0.0,0.0,0.0,0.0,21.03,0.83,0.0
20231119:2109,0.0,0.0,0.0,0.0,0.0,20.6,0.9,0.0
20231119:2209,0.0,0.0,0.0,0.0,0.0,20.94,0.83,0.0
20231119:2309,0.0,0.0,0.0,0.0,0.0,21.32,0.69,0.0
20231120:0009,0.0,0.0,0.0,0.0,0.0,21.38,0.55,0.0
20231120:0109,0.0,0.0,0.0,0.0,0.0,21.3,0.62,0.0
20231120:0209,0.0,0.0,0.0,0.0,0.0,21.26,0.83,0.0
20231120:0309,0.0,0.0,0.0,0.0,0.0,21.04,1.1,0.0
20231120:0409,0.0,0.0,0.0,0.0,0.0,20.94,1.1,0.0
20231120:0509,0.0,0.0,0.0,0.0,0.0,20.84,0.83,0.0
20231120:0609,0.0,0.0,0.0,0.0,0.0,20.87,0.62,0.0
20231120:0709,0.0,0.0,0.0,0.0,0.0,21.32,0.76,0.0
20231120:0809,110.43,112.86,60.34,0.99,7.45,21.3,0.97,0.0
20231120:0909,305.05,283.59,134.1,3.01,18.76,21.03,1.1,0.0
20231120:1009,518.71,592.68,124.47,5.33,28.73,22.9,1.52,0.0
20231120:1109,615.72,710.9,154.07,6.69,36.61,23.94,1.86,0.0
20231120:1209,683.2,812.54,156.52,7.58,41.34,24.48,2.28,0.0
20231120:1309,695.93,827.84,158.11,7.69,41.98,24.64,2.55,0.0
